الكلية,الدرجة,النوع,المجال
تربية (تعليم ابتدائي) عين شمس,257.36877,جامعة,تربية
تجارة أسيوط,257.13124,جامعة,تجارة
زراعة دمنهور,255.56667,جامعة,زراعة
تجارة انتساب موجه القاهرة,253.8114,انتساب,تجارة
معهد العباسية للعلوم التجارية والحاسبات الالية ش(نظم معلومات),250.42031,معهد,حاسبات ومعلومات
معهد عالي تعاون زراعى شبرا الخيمه بمصروفات,246.52601,معهد,غير مصنف
تمريض أسوان,242.06741,جامعة,تمريض
تربية رياضية بنين المنيا,240.34307,جامعة,تربية
خدمة اجتماعية انتساب موجه الفيوم,238.75178,انتساب,خدمة اجتماعية
تربية (تعليم ابتدائي) حلوان,229.63801,جامعة,تربية
