الكلية, الحد الأدنى
المجمع التكنولوجي المتكامل بالسلام,393.6
ألسن الأقصر,393.6
فنون جميلة (عمارة) المنيا,393.508889
ألسن بني سويف,393.19201
معهد أكتوبر العالي للهندسه والتكنولوجيا م 6 اكتوبر بمصروفات,391.525882
معهد عالي كندي تكنولوجيا هندسة ت.خامس,389.5
كلية تكنولوجيا العلوم الصحية 6 أكتوبر التكنولوجية,389.5
فنون جميلة (فنون) حلوان,389.475882
إعلام بني سويف,389.3975
ألسن المنيا,389.14058
ألسن جنوب الوادي فرع الغردقة,388.803603
طب بيطري قناة السويس بالإسماعيلية,388.799248
سياسة واقتصاد السويس,387.45
ألسن سوهاج,387.45
طب بيطري بني سويف,387.128766
تمريض المنصورة,385.4
علوم بنات عين شمس,385.4
سياسة واقتصاد بني سويف,385.021822
آداب انتساب موجه القاهرة,384.759375
طب بيطري العريش,379.25
إعلام وتكنولوجيا اتصال السويس,377.2
طب بيطري الوادي الجديد,377.2
المعهد التكنولوجي العالي بالسادس من أكتوبر,376.6875
معهد تكنولوجي عالي العاشر من رمضان شعبة (هندسة) بمصروفات,375.15
طب بيطري مطروح,375.15
تمريض القاهرة,375.15
طب بيطري جنوب الوادي,374.975147
المصرية الصينية للتكنولوجيا قناة السويس بالإسماعيلية,373.1
كلية تكنولوجيا الصناعة والطاقة ج القاهرة الجديدة التكنولوجية,373.1
كلية تكنولوجيا الصناعة والطاقة 6 أكتوبر التكنولوجية,371.828464
الملاحة وتكنولوجيا الفضاء بني سويف,371.198056
الاعاقة والتأهيل الزقازيق,370.18143
تمريض بور سعيد,368.903529
تمريض دمياط,368.597704
تربية (طفولة) كفر الشيخ,368.316681
كلية تكنولوجيا العلوم الصحية برج العرب التكنولوجية,366.829412
العالي للهندسة والتكنولوجيا التجمع الخامس,365.289567
دار العلوم القاهرة,364.736201
معهد الجزيرة العالى للهندسة والتكنولوجيا بالمقطم,362.85
المعهد الكندى العالى للهندسة 6 اكتوبر,361.088072
علوم عين شمس,359.134208
المعهد الكندي العالي للحاسب الآلي بالتجمع الخامس القاهرة الجديدة,358.621875
علوم التغذية حلوان,355.8321
تمريض حلوان,354.625882
معهد هندسة وتكنولوجيا الطيران إمبابة جيزة بمصروفات,353.625
تمريض عين شمس,353.496875
علوم المنصورة,353.151691
تجارة انتساب موجه عين شمس,350.426732
فنون تطبيقية طنطا,350.194265
المعهد العالي للهندسة والتكنولوجيا بدمياط الجديدة,346.695196
علوم حلوان,344.4
كلية تكنولوجيا الصناعة والطاقة 6 أكتوبر التكنولوجية علوم,339.394248
معهد عالي هندسه 6 اكتوبر بمصروفات,336.108554
التكنولوجيا والتعليم الصناعي حلوان,334.642737
علوم كفر الشيخ,334.15
الاهرامات العالي للهندسة والتكنولوجيا -6 اكتوبر,333.955719
تمريض الزقازيق,332.92201
معهد عالي هندسة وتكنولوجيا العريش,329.658758
آداب انتساب موجه المنصورة,319.657974
تمريض كفر الشيخ,317.683342
المدينةالعالي للإدارة والتكنولوجيا شبرامنت ش نظم معلومات إدارية,310.444698
آداب انتساب موجه الفيوم,309.29174
تجارة انتساب موجه المنصورة,305.798492
تمريض بنها,304.774371
حقوق انتساب موجه المنصورة,302.311356
علوم طنطا,300.493154
فنون تطبيقية حلوان,294.484161
آداب انتساب موجه بنات عين شمس,287.419044
تمريض الإسكندرية,264.670074
