الكلية, الحد الأدنى
علوم البترول والتعدين مطروح - علوم,406.925
ألسن الأقصر,406.891935
فنون جميلة (عمارة) الإسكندرية,406.769697
سياسة واقتصاد بني سويف,406.759677
فنون تطبيقية بني سويف,406.651666
علوم كفر الشيخ,406.609616
علوم الفيوم,406.583334
دار العلوم القاهرة,406.431481
فنون جميلة (عمارة) المنيا,405.9
فنون تطبيقية دمياط,405.9
ألسن قناة السويس بالإسماعيلية,405.9
ألسن عين شمس,405.9
المصرية الصينية للتكنولوجيا قناة السويس بالإسماعيلية,405.9
ألسن الفيوم رياضة,405.9
علوم بنات عين شمس,405.701613
علوم المنيا,405.695
فنون جميلة (عمارة) أسيوط,405.626666
ألسن أسوان,405.569355
ألسن المنيا,405.285
علوم طنطا,405.285
العالي للحاسب ونظم المعلومات ش نظم تجمع خامس,405.216666
معهد الوادى العالي للهندسة و التكنولوجيا قليوبية,405.08
ألسن بني سويف,404.928948
ألسن جنوب الوادي فرع الغردقة,404.875
الاعاقة والتأهيل الزقازيق,404.709677
ألسن جنوب الوادي فرع الغردقة رياضة,404.67
علوم حلوان,404.465
علوم أسيوط,404.22963
علوم عين شمس,403.85
علوم الزقازيق,403.85
معهد النيل العالى للهندسة والتكنولوجيا بالمنصورة,403.85
علوم المنوفية بشبين الكوم,403.85
علوم بنها,403.85
علوم دمنهور,403.783871
علوم المنصورة,403.781666
علوم الإسكندرية,403.781666
معهد عالي هندسة وتكنولوجيا المنيا الجديدة,403.781665
علوم أسوان,403.651613
الاعاقة والتأهيل بني سويف,403.645
علوم دمياط,403.645
علوم قناة السويس بالإسماعيلية,403.453226
علوم بور سعيد,403.3375
إعلام القاهرة,403.235
علوم السويس,403.03
علوم بني سويف,403.001724
معهد عالي فنون تطبيقيه التجمع الخامس,402.791935
تربية الزقازيق,402.756666
علوم سوهاج,402.62
المعهد العالى للهندسة والتكنولوجيا بالمنوفية,402.527419
علوم الارض بني سويف,402.483334
علوم العريش,402.115384
المعهد العالى للهندسة والتكنولوجيا ببرج العرب بالاسكندرية,401.8
المعهد العالى للهندسة والتكنولوجيا بالمحلة الكبرى,401.8
آثار القاهرة,401.8
علوم الوادي الجديد,401.8
آثار دمياط,401.733871
فنون جميلة (فنون) الإسكندرية,401.526666
معهد عالي فنون تطبيقيه 6 اكتوبر,401.2875
مصر العالي هندسة وتكنولوجيا منصورة,400.911665
تربية (تعليم ابتدائي) بنات عين شمس,400.775
معهد تكنولوجي عالي العاشر من رمضان شعبة (هندسة) بمصروفات,400.681818
المعهد العالى للهندسة والتكنولوجيا بالزقازيق,400.57
آثار عين شمس,400.57
تربية مدينة السادات,400.501666
تربية المنصورة,400.433334
معهد أكتوبر العالي للهندسه والتكنولوجيا م 6 اكتوبر بمصروفات,400.433334
أكاديمية أخبار اليوم 6اكتوبر شعبة علوم حاسب رياضة,400.296666
معهد عالي هندسه 6 اكتوبر بمصروفات,399.886666
تمريض القاهرة,399.75
إعلام المنوفية,399.24
معهد عالي هندسه مدينه الشروق بمصروفات,399.203334
حقوق الزقازيق,398.998334
دار العلوم انتساب موجه القاهرة,398.725
تربية العريش,398.656666
تربية المنيا,398.52
المعهد الكندى العالى للهندسة 6 اكتوبر,398.340625
معهد العبور العالي للهندسه والتكنولوجيا بمصروفات,397.7
معهد عالي كندي تكنولوجيا هندسة ت.خامس,397.7
معهد الإسكندرية العالي للتكنولوجيا بسموحة بمصروفات,397.7
تجارة القاهرة,397.7
آثار الفيوم,397.563334
تكنولوجيا صناعة السكر والصناعات التكاملية اسيوط,396.811666
الاهرامات العالي للهندسة والتكنولوجيا -6 اكتوبر,396.265
معهد فني صحى المنصوره,395.542106
تربية بنها,395.422222
تربية طنطا,395.39375
المعهد العالى للهندسة ببلبيس,394.351666
العالي للحاسبات والمعلومات شعبة نظم طنطا,393.930645
آثار أسوان,393.6
تربية طفولة مبكرة الزقازيق,393.531666
آثار سوهاج,393.463334
تمريض حلوان,393.326666
معهد المنصورة العالى للهندسة والتكنولوجيا,392.301666
معهد عالي حاسبات ومعلومات مدينه الشروق شعبة علوم الحاسب بمصروفات رياضة,391.618334
آثار الأقصر,391.55
سياحه وفنادق الاقصر,390.593334
معهد فني صحى بنى سويف,389.568334
آثار جنوب الوادي,389.5
دار العلوم الفيوم,389.363335
أقتصاد منزلى العريش,388.748334
معهد فني صحى طنطا,387.996666
ع.هندسةوتكنوالعبور ك21 طريق بلبيس الصحراوى,387.791666
تجارة عين شمس,387.45
علوم ثروة سمكية و مصايد كفر الشيخ,387.119355
المعهد الكندي العالي للحاسب الآلي بالتجمع الخامس القاهرة الجديدة رياضة,386.63
تجارة بور سعيد,386.493334
تربية الفيوم,386.22
تربية (طفولة) طنطا,385.536666
مصر العالي بالمنصورة تجارة وحاسبات شعبة علوم الحاسب رياضة,385.4
تربية (طفولة) كفر الشيخ,385.4
تمريض دمياط,385.331666
تجارة قناة السويس بالإسماعيلية,384.127586
تربية دمنهور,381.3
معهد فني صحى الاسكندريه,380.616666
سياحة وفنادق الإسكندرية,380.001666
تربية الإسكندرية,380.001666
المعهد العالي للهندسة والتكنولوجيا بالبحيرة,378.43
تجارة و إدارة أعمال حلوان,376.38
معهد فني صحى امبابة,375.15
معهد فني صحى بنها,374.876666
تربية بنات عين شمس,374.876666
حقوق الفيوم,374.125
العالي للغات 6 اكتوبر,373.783334
تربية (طفولة) الإسكندرية,372.826666
تجارة انتساب موجه القاهرة,371.87
الاكاديمية الدولية لعلوم الإعلام (شعبة هندسة )6اكتوبر,368.59
تربية عين شمس,368.521666
فنون جميلة (فنون) حلوان,367.36
تجارة دمياط,367.223334
المعهد العالي للهندسة والتكنولوجيا بدمياط الجديدة,366.95
معهد فني صحى بور سعيد,365.16
تربية طفولة مبكرة المنوفية,364.011666
تكنولوجيا وتنمية الزقازيق علوم مالية و إدارية,362.645
معهد الدلتا العالي للهندسة والتكنولوجيا بالمنصورة,362.3375
زراعة القاهرة,362.3375
تربية المنوفية بشبين الكوم,361.415
تربية نوعية القاهرة,360.39
معهد عالي هندسة وتكنولوجيا العريش,358.34
تجارة انتساب موجه عين شمس,357.684
تربية كفر الشيخ,354.445
تجارة الإسكندرية,352.463334
تجارة السويس,349.525
معهد المستقبل العالى للهندسة والتكنولوجيا بالمنصورة,349.363158
تربية (تعليم ابتدائي) المنيا,349.16
معهد عالي هندسة وتكنولوجيا كفر الشيخ,348.841666
العالي للحاسبات بمدينة الشروق شعبة نظم معلومات إدارية,348.021666
تربية (تعليم ابتدائي) الزقازيق,347.065
تمريض طنطا,346.04
تمريض بنها,343.238334
معهد الجزيرة العالى للهندسة والتكنولوجيا بالمقطم,339.275
تمريض عين شمس,338.570313
زراعة عين شمس,335.311666
تجارة الزقازيق,333.535
تربية فنية حلوان بالزمالك,332.17
تربية حلوان,332.031666
تربية (تعليم ابتدائي) المنصورة,327.194643
تجارة انتساب موجه كفر الشيخ,326.633334
تمريض الزقازيق,324.241666
المعهد العالى للهندسة الالكترونية بلبيس,323.9
معهد عالي طيبة إدارة البنوك وأسواق المال سقارة الهرم,322.627586
العالي الدولى للغات والترجمة تجمع خامس,321.634211
تربية طفولة مبكرة بني سويف,321.098334
معهد عالي عبور إدارة وحاسبات ونظم بلبيس شعبة علوم حاسب بمصروفات رياضة,311.053334
تربية طفولة مبكرة المنصورة,308.183334
تربية (تعليم ابتدائي) الإسكندرية,301.691666
تربية طفولة مبكرة الإسكندرية,289.87
