الكلية, الحد الأدنى
طب بيطري قناة السويس بالإسماعيلية,385.4
معهد المنصورة العالى للهندسة والتكنولوجيا,385.4
إعلام عين شمس,385.4
طب بيطري دمنهور,384.029984
العالي للهندسة والتكنولوجيا التجمع الخامس,383.35
طب بيطري العريش,383.35
طب بيطري مدينة السادات,381.3
الاهرامات العالي للهندسة والتكنولوجيا -6 اكتوبر,380.345343
طب بيطري الوادي الجديد,380.335294
ألسن قناة السويس بالإسماعيلية,379.25
معهد هندسة وتكنولوجيا الطيران إمبابة جيزة بمصروفات,379.058399
معهد العبور العالي للهندسه والتكنولوجيا بمصروفات,379.032941
طب بيطري جنوب الوادي,377.410694
العلوم الصحية التطبيقية بني سويف,377.2
معهد المستقبل العالى للهندسة والتكنولوجيا بالفيوم,375.190196
طب بيطري سوهاج,375.15
ألسن عين شمس,374.427141
المعهد العالى للهندسه والتكنولوجيا بالمنزله,373.678824
طب بيطري بني سويف,373.384722
كلية تكنولوجيا الصناعة والطاقة 6 أكتوبر التكنولوجية,371.05
تمريض المنصورة,371.05
تمريض القاهرة,371.05
المعهد العالي للهندسة والتكنولوجيا بدمياط الجديدة,371.05
طب بيطري مطروح,369
المصرية الصينية للتكنولوجيا قناة السويس بالإسماعيلية,368.083529
المعهد العالى للهندسة والتكنولوجيا بطنطا,367.351291
ألسن الفيوم,367.066234
معهد عالي هندسه مدينه الشروق بمصروفات,362.85
معهد أكتوبر العالي للهندسه والتكنولوجيا م 6 اكتوبر بمصروفات,361.974479
حقوق المنيا,360.8
كلية تكنولوجيا العلوم الصحية 6 أكتوبر التكنولوجية,360.8
تمريض حلوان,360.8
تمريض دمياط,359.504514
مصر العالي هندسة وتكنولوجيا منصورة,358.845801
أكاديمية أخبار اليوم 6اكتوبر شعبة علوم حاسب,358.219412
معهد طيبة العالي للهندسه بالمعادى بمصروفات,356.7
تجارة انتساب موجه الزقازيق,356.7
تمريض بور سعيد,356.7
تكنولوجيا الادارة ونظم المعلومات بور سعيد,356.495
عالي إدارة وتكنولوجيا ش علوم حاسب كفر الشيخ,354.65
كلية تكنولوجيا الصناعة والطاقة 6 أكتوبر التكنولوجية علوم,352.6
معهد عالي هندسة وتكنولوجيا العريش,352.429167
التكنولوجيا والتعليم الصناعي حلوان,352.34375
كلية تكنولوجيا الصناعة والطاقة ج القاهرة الجديدة التكنولوجية,350.55
معهد عالي كندي تكنولوجيا هندسة ت.خامس,350.55
المعهد العالى للهندسة والتكنولوجيا ببرج العرب بالاسكندرية,350.379167
المعهد العالى للهندسة والتكنولوجيا بالزقازيق,349.852431
معهد الدلتا العالي للهندسة والتكنولوجيا بالمنصورة,348.638007
كلية تكنولوجيا العلوم الصحية برج العرب التكنولوجية,348.5
تجارة انتساب موجه قناة السويس بالإسماعيلية,348.5
المعهد الكندي العالي للحاسب الآلي بالتجمع الخامس القاهرة الجديدة,348.04277
المعهد العالى للهندسة والتكنولوجيا بالمحلة الكبرى,346.45
تمريض عين شمس,344.4
تجارة انتساب موجه الإسكندرية,344.4
ألسن بني سويف,344.4
المعهد العالي للهندسة والتكنولوجيا بالبحيرة,344.4
علوم القاهرة,339.058611
المعهد العالي للهندسة بمدينة 15 مايو,338.25
معهد المستقبل العالى للهندسة والتكنولوجيا بالمنصورة,338.25
المعهد العالى للهندسة والتكنولوجيا بالمنوفية,338.25
معهد المدينة العالي للهندسة والتكنولوجيا طريق سقارة الهرم,338.032606
تمريض طنطا,336.832083
القاهرة العالي ش هندسية بالتجمع الاول القاهرة الجديدة,335.875752
تجارة انتساب موجه القاهرة,331.955294
تمريض الإسكندرية,325.95
تجارة انتساب موجه المنصورة,324.768235
معهد رايه العالى للاداره والتجاره الخارجيه شعبة نظم معلومات,324.339477
تمريض المنوفية بشبين الكوم,318.793758
المعهد العالى للهندسة والتكنولوجيا بكنج مريوط,316.251356
المعهد الكندى العالى للحاسب الالى بالتجمع الخامس,315.508734
معهد النيل العالى للهندسة والتكنولوجيا بالمنصورة,315.261863
معهد عالي هندسة وتكنولوجيا كفر الشيخ,314.855547
معهد عالي تكنولوجيا 10 رمضان شعبة علوم الحاسب بمصروفات,312.197723
الفراعنة العالي إدارة أعمال,311.449935
معهد الوادى العالي للهندسة و التكنولوجيا قليوبية,309.485351
معهد الاسكندرية العالى للإعلام بسموحة,303.405359
المجمع التكنولوجي المتكامل بالسلام,300.710205
تجارة القاهرة,299.602475
ع.هندسةوتكنوالعبور ك21 طريق بلبيس الصحراوى,298.275
حقوق انتساب موجه القاهرة,295.888693
المعهد العالى للهندسة ببلبيس,288.921708
تجارة انتساب موجه دمياط,288.025
المعهد التكنولوجى العالى ببنى سويف,286.098938
المعهد العالى للهندسة والتكنولوجيا بالطود الاقصر,283.336462
تجارة انتساب موجه كفر الشيخ,275.672075
آداب انتساب موجه المنصورة,267.483185
